Paper_Exp_ID,Behavior,Variable,Human Answer,GPT Answer,GPT Cost,Model
A_62,Automatic transaction at t<U+202F>=<U+202F>13 weeks,prosociality,No,Unclear,0.05568,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>13 weeks,delay,Yes,Unclear,0.04863,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>13 weeks,authority,No,Unclear,0.02388,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,behavior_priority,secondary,"The text does not provide information on the behavioral outcome labeled as ""Automatic transaction at t<U+202F>=<U+202F>38 weeks.""",0.05799,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,behavior_focal,not,Intention 1/ focal,0.04554,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,behavior_focal_estimate,Estimate,Estimate,0.04545,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,behavior_metric,categorical,continuous,0.0472799999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,behavior_selfreport,N,N,0.0434699999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,financial_reqt,Yes,Unclear,0.0301499999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,travel_reqt,No,No,0.02133,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,planning_reqt,Yes,Unclear,0.03663,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,location_reqt,No,Unclear,0.0295199999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,timing_reqt,No,Unclear,0.06276,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,prosociality,No,Unclear,0.05568,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,delay,Yes,Unclear,0.04863,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>38 weeks,authority,No,Unclear,0.02388,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,behavior_priority,secondary,none,0.05619,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,behavior_focal,not,Behavior 1/focal,0.04548,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,behavior_focal_estimate,Estimate,Estimate,0.04545,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,behavior_metric,categorical,"The text does not provide information on whether the behavioral outcome ""Automatic transaction at t<U+202F>=<U+202F>4 weeks"" is categorical or continuous.",0.04935,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,behavior_selfreport,N,N,0.0434699999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,financial_reqt,Yes,Unclear,0.0301499999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,travel_reqt,No,No,0.02133,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,planning_reqt,Yes,Unclear,0.03663,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,location_reqt,No,Unclear,0.0295199999999999,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,timing_reqt,No,Unclear,0.06276,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,prosociality,No,Unclear,0.05568,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,delay,Yes,Unclear,0.04863,gpt-4
A_62,Automatic transaction at t<U+202F>=<U+202F>4 weeks,authority,No,Unclear,0.02388,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,behavior_priority,primary,none,0.05622,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,behavior_focal,not,Behavior 1/focal,0.0455099999999999,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,behavior_focal_estimate,Estimate,Estimate,0.04548,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,behavior_metric,continuous,continuous,0.04734,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,behavior_selfreport,N,N,0.0435,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,financial_reqt,Yes,Unclear,0.03018,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,travel_reqt,No,No,0.02136,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,planning_reqt,Yes,Unclear,0.03666,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,location_reqt,No,No,0.02949,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,timing_reqt,No,No,0.06273,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,prosociality,No,Unclear,0.05571,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,delay,Yes,Yes,0.0486,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>13 weeks,authority,No,Unclear,0.0239099999999999,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,behavior_priority,primary,none,0.05622,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,behavior_focal,not,Behavior 1/focal,0.0455099999999999,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,behavior_focal_estimate,Estimate,Estimate,0.04548,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,behavior_metric,continuous,continuous,0.04731,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,behavior_selfreport,N,N,0.0435,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,financial_reqt,Yes,Unclear,0.03018,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,travel_reqt,No,No,0.02136,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,planning_reqt,Yes,Unclear,0.03666,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,location_reqt,No,No,0.02949,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,timing_reqt,No,No,0.06273,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,prosociality,No,Unclear,0.05571,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,delay,Yes,Yes,0.0486,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>38 weeks,authority,No,Unclear,0.0239099999999999,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,behavior_priority,primary,none,0.05622,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,behavior_focal,focal,Behavior 1/focal,0.0455099999999999,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,behavior_focal_estimate,Estimate,Estimate,0.04548,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,behavior_metric,continuous,"The text does not provide information on the nature of the behavioral variable ""Total buffer savings at t<U+202F>=<U+202F>4 weeks.""",0.04926,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,behavior_selfreport,N,N,0.0435,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,financial_reqt,Yes,Unclear,0.03018,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,travel_reqt,No,No,0.02136,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,planning_reqt,Yes,Unclear,0.03666,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,location_reqt,No,No,0.02949,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,timing_reqt,No,No,0.06273,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,prosociality,No,Unclear,0.05571,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,delay,Yes,Yes,0.0486,gpt-4
A_62,Total buffer savings at t<U+202F>=<U+202F>4 weeks,authority,No,Unclear,0.0239099999999999,gpt-4
A_62,click rate - email opt out,behavior_priority,secondary,none,0.05586,gpt-4
A_62,click rate - email opt out,behavior_focal,not,Behavior 1/focal,0.04515,gpt-4
A_62,click rate - email opt out,behavior_focal_estimate,Estimate,Estimate,0.04512,gpt-4
A_62,click rate - email opt out,behavior_metric,categorical,categorical,0.0470099999999999,gpt-4
A_62,click rate - email opt out,behavior_selfreport,N,N,0.0431399999999999,gpt-4
A_62,click rate - email opt out,financial_reqt,No,Unclear,0.0298199999999999,gpt-4
A_62,click rate - email opt out,travel_reqt,No,No,0.0209999999999999,gpt-4
A_62,click rate - email opt out,planning_reqt,No,No,0.0362399999999999,gpt-4
A_62,click rate - email opt out,location_reqt,No,No,0.02913,gpt-4
A_62,click rate - email opt out,timing_reqt,No,No,0.0623699999999999,gpt-4
A_62,click rate - email opt out,prosociality,No,Unclear,0.0553499999999999,gpt-4
A_62,click rate - email opt out,delay,No,Unclear,0.0483,gpt-4
A_62,click rate - email opt out,authority,No,Unclear,0.0235499999999999,gpt-4
A_62,click rate - personalized website,behavior_priority,secondary,secondary,0.05583,gpt-4
A_62,click rate - personalized website,behavior_focal,not,"Vaccination uptake, focal",0.04518,gpt-4
A_62,click rate - personalized website,behavior_focal_estimate,Estimate,Estimate,0.04509,gpt-4
A_62,click rate - personalized website,behavior_metric,categorical,continuous,0.0469199999999999,gpt-4
A_62,click rate - personalized website,behavior_selfreport,N,N,0.0431099999999999,gpt-4
A_62,click rate - personalized website,financial_reqt,No,Unclear,0.0297899999999999,gpt-4
A_62,click rate - personalized website,travel_reqt,No,No,0.02097,gpt-4
A_62,click rate - personalized website,planning_reqt,No,No,0.03621,gpt-4
A_62,click rate - personalized website,location_reqt,No,No,0.0290999999999999,gpt-4
A_62,click rate - personalized website,timing_reqt,No,No,0.06234,gpt-4
A_62,click rate - personalized website,prosociality,No,Unclear,0.05532,gpt-4
A_62,click rate - personalized website,delay,No,Unclear,0.04827,gpt-4
A_62,click rate - personalized website,authority,No,Unclear,0.02352,gpt-4
A_87,Appointment link click,behavior_priority,secondary,secondary,0.0622799999999999,gpt-4
A_87,Appointment link click,behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.0665999999999999,gpt-4
A_87,Appointment link click,behavior_focal_estimate,Estimate,Estimate,0.04065,gpt-4
A_87,Appointment link click,behavior_metric,categorical,categorical,0.06141,gpt-4
A_87,Appointment link click,behavior_selfreport,N,N,0.0446399999999999,gpt-4
A_87,Appointment link click,financial_reqt,No,No,0.0352799999999999,gpt-4
A_87,Appointment link click,travel_reqt,No,No,0.0211799999999999,gpt-4
A_87,Appointment link click,planning_reqt,No,No,0.0417599999999999,gpt-4
A_87,Appointment link click,location_reqt,No,No,0.02067,gpt-4
A_87,Appointment link click,timing_reqt,Yes,No,0.0522899999999999,gpt-4
A_87,Appointment link click,prosociality,No,Yes,0.0523799999999999,gpt-4
A_87,Appointment link click,delay,Yes,Unclear,0.04467,gpt-4
A_87,Appointment link click,authority,No,Unclear,0.04764,gpt-4
A_87,Days to vaccination,behavior_priority,secondary,secondary,0.0622799999999999,gpt-4
A_87,Days to vaccination,behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.0665999999999999,gpt-4
A_87,Days to vaccination,behavior_focal_estimate,Estimate,Estimate,0.04065,gpt-4
A_87,Days to vaccination,behavior_metric,continuous,continuous,0.06135,gpt-4
A_87,Days to vaccination,behavior_selfreport,N,N,0.0446399999999999,gpt-4
A_87,Days to vaccination,financial_reqt,No,No,0.0352799999999999,gpt-4
A_87,Days to vaccination,travel_reqt,Yes,Unclear,0.0212399999999999,gpt-4
A_87,Days to vaccination,planning_reqt,Yes,Unclear,0.0418199999999999,gpt-4
A_87,Days to vaccination,location_reqt,Yes,Unclear,0.02073,gpt-4
A_87,Days to vaccination,timing_reqt,Yes,No,0.0522899999999999,gpt-4
A_87,Days to vaccination,prosociality,Yes,Yes,0.0523799999999999,gpt-4
A_87,Days to vaccination,delay,Yes,"The text does not provide information on the behavioral outcome named ""Days to vaccination.""",0.04551,gpt-4
A_87,Days to vaccination,authority,No,Unclear,0.04764,gpt-4
A_87,Vaccination rate within 30 days,behavior_priority,primary,primary,0.0623999999999999,gpt-4
A_87,Vaccination rate within 30 days,behavior_focal,focal,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06672,gpt-4
A_87,Vaccination rate within 30 days,behavior_focal_estimate,Exact,Exact,0.0407099999999999,gpt-4
A_87,Vaccination rate within 30 days,behavior_metric,categorical,continuous,0.06147,gpt-4
A_87,Vaccination rate within 30 days,behavior_selfreport,N,N,0.0447599999999999,gpt-4
A_87,Vaccination rate within 30 days,financial_reqt,No,No,0.0353999999999999,gpt-4
A_87,Vaccination rate within 30 days,travel_reqt,Yes,No,0.0213,gpt-4
A_87,Vaccination rate within 30 days,planning_reqt,Yes,No,0.0418799999999999,gpt-4
A_87,Vaccination rate within 30 days,location_reqt,Yes,Unclear,0.0208499999999999,gpt-4
A_87,Vaccination rate within 30 days,timing_reqt,Yes,Yes,0.05241,gpt-4
A_87,Vaccination rate within 30 days,prosociality,Yes,Yes,0.0525,gpt-4
A_87,Vaccination rate within 30 days,delay,Yes,Unclear,0.04479,gpt-4
A_87,Vaccination rate within 30 days,authority,No,Unclear,0.04776,gpt-4
A_30,"change in BMI, baseline to 12 mo",behavior_priority,secondary,none,0.0624599999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669,gpt-4
A_30,"change in BMI, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04083,gpt-4
A_30,"change in BMI, baseline to 12 mo",behavior_metric,continuous,continuous,0.0615299999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",behavior_selfreport,N,N,0.04482,gpt-4
A_30,"change in BMI, baseline to 12 mo",financial_reqt,No,Unclear,0.0355199999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",travel_reqt,No,No,0.02136,gpt-4
A_30,"change in BMI, baseline to 12 mo",planning_reqt,No,No,0.0419399999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",location_reqt,No,Unclear,0.0209099999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",timing_reqt,No,No,0.0579299999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",prosociality,No,Unclear,0.05262,gpt-4
A_30,"change in BMI, baseline to 12 mo",delay,Yes,Yes,0.0447899999999999,gpt-4
A_30,"change in BMI, baseline to 12 mo",authority,No,No,0.02421,gpt-4
A_30,"change in BMI, baseline to 24 mo",behavior_priority,secondary,none,0.0624599999999999,gpt-4
A_30,"change in BMI, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669,gpt-4
A_30,"change in BMI, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04083,gpt-4
A_30,"change in BMI, baseline to 24 mo",behavior_metric,continuous,continuous,0.0615299999999999,gpt-4
A_30,"change in BMI, baseline to 24 mo",behavior_selfreport,N,N,0.04482,gpt-4
A_30,"change in BMI, baseline to 24 mo",financial_reqt,No,No,0.0354599999999999,gpt-4
A_30,"change in BMI, baseline to 24 mo",travel_reqt,No,No,0.02136,gpt-4
A_30,"change in BMI, baseline to 24 mo",planning_reqt,No,Unclear,0.0419999999999999,gpt-4
A_30,"change in BMI, baseline to 24 mo",location_reqt,No,Unclear,0.0209099999999999,gpt-4
A_30,"change in BMI, baseline to 24 mo",timing_reqt,No,No,0.0579299999999999,gpt-4
A_30,"change in BMI, baseline to 24 mo",prosociality,No,Unclear,0.05262,gpt-4
