Paper_Exp_ID,Condition,Variable,Human Answer,GPT Answer,GPT Cost,Model
A_62,social norm,condition_educational,N,N,0.04368,gpt-4
A_62,social norm,condition_forbid,N,N,0.0470999999999999,gpt-4
A_62,social norm,condition_channel_snailmail,N,Y,0.03078,gpt-4
A_62,social norm,condition_channel_email,Y,Y,0.0321899999999999,gpt-4
A_62,social norm,condition_channel_paperlive,N,N,0.0319499999999999,gpt-4
A_62,social norm,condition_channel_inperson,N,N,0.04758,gpt-4
A_62,social norm,condition_channel_mobileapp,N,N,0.04581,gpt-4
A_62,social norm,condition_channel_online,N,Y,0.0428399999999999,gpt-4
A_62,social norm,condition_channel_sms,N,N,0.04401,gpt-4
A_62,social norm,condition_channel_phone,N,N,0.03222,gpt-4
A_62,social norm,condition_channel_nothing,N,N,0.0495899999999999,gpt-4
A_87,Arguments,condition_financial,N,N,0.0563399999999999,gpt-4
A_87,Arguments,condition_educational,N,N,0.04185,gpt-4
A_87,Arguments,condition_forbid,N,N,0.0399299999999999,gpt-4
A_87,Arguments,condition_channel_snailmail,N,Y,0.0307499999999999,gpt-4
A_87,Arguments,condition_channel_email,Y,Y,0.03216,gpt-4
A_87,Arguments,condition_channel_paperlive,N,N,0.03768,gpt-4
A_87,Arguments,condition_channel_inperson,N,N,0.0419699999999999,gpt-4
A_87,Arguments,condition_channel_mobileapp,N,N,0.04101,gpt-4
A_87,Arguments,condition_channel_online,Y,Y,0.0428099999999999,gpt-4
A_87,Arguments,condition_channel_sms,N,N,0.04398,gpt-4
A_87,Arguments,condition_channel_phone,N,N,0.0321899999999999,gpt-4
A_87,Arguments,condition_channel_nothing,N,N,0.04917,gpt-4
A_87,Control (no reminders),condition_financial,N,N,0.0564299999999999,gpt-4
A_87,Control (no reminders),condition_educational,N,N,0.0419399999999999,gpt-4
A_87,Control (no reminders),condition_forbid,N,N,0.04002,gpt-4
A_87,Control (no reminders),condition_channel_snailmail,N,The text does not provide information on the delivery mechanism of the condition.,0.0316199999999999,gpt-4
A_87,Control (no reminders),condition_channel_email,N,Y,0.0322499999999999,gpt-4
A_87,Control (no reminders),condition_channel_paperlive,N,N,0.0377699999999999,gpt-4
A_87,Control (no reminders),condition_channel_inperson,N,N,0.0420599999999999,gpt-4
A_87,Control (no reminders),condition_channel_mobileapp,N,N,0.0458699999999999,gpt-4
A_87,Control (no reminders),condition_channel_online,Y,Y,0.0428999999999999,gpt-4
A_87,Control (no reminders),condition_channel_sms,N,N,0.04407,gpt-4
A_87,Control (no reminders),condition_channel_phone,N,N,0.0322799999999999,gpt-4
A_87,Control (no reminders),condition_channel_nothing,N,No,0.0492599999999999,gpt-4
A_87,Control (reminders),condition_financial,N,N,0.0564299999999999,gpt-4
A_87,Control (reminders),condition_educational,N,N,0.0419399999999999,gpt-4
A_87,Control (reminders),condition_forbid,N,N,0.04002,gpt-4
A_87,Control (reminders),condition_channel_snailmail,N,The text does not provide information on the delivery mechanism of the condition.,0.0316199999999999,gpt-4
A_87,Control (reminders),condition_channel_email,Y,Y,0.0322499999999999,gpt-4
A_87,Control (reminders),condition_channel_paperlive,N,N,0.0377699999999999,gpt-4
A_87,Control (reminders),condition_channel_inperson,N,N,0.0420599999999999,gpt-4
A_87,Control (reminders),condition_channel_mobileapp,N,N,0.0411,gpt-4
A_87,Control (reminders),condition_channel_online,Y,Y,0.0428999999999999,gpt-4
A_87,Control (reminders),condition_channel_sms,N,N,0.04407,gpt-4
A_87,Control (reminders),condition_channel_phone,N,N,0.0322799999999999,gpt-4
A_87,Control (reminders),condition_channel_nothing,N,N,0.0534299999999999,gpt-4
A_87,Incentives,condition_financial,Y,Y,0.0563999999999999,gpt-4
A_87,Incentives,condition_educational,N,N,0.0419099999999999,gpt-4
A_87,Incentives,condition_forbid,N,N,0.03999,gpt-4
A_87,Incentives,condition_channel_snailmail,N,Y,0.0308099999999999,gpt-4
A_87,Incentives,condition_channel_email,Y,Y,0.03222,gpt-4
A_87,Incentives,condition_channel_paperlive,N,N,0.0377399999999999,gpt-4
A_87,Incentives,condition_channel_inperson,N,N,0.04203,gpt-4
A_87,Incentives,condition_channel_mobileapp,N,N,0.0410699999999999,gpt-4
A_87,Incentives,condition_channel_online,Y,Y,0.04287,gpt-4
A_87,Incentives,condition_channel_sms,N,N,0.0440399999999999,gpt-4
A_87,Incentives,condition_channel_phone,N,N,0.0384599999999999,gpt-4
A_87,Incentives,condition_channel_nothing,N,N,0.0492299999999999,gpt-4
A_87,Information,condition_financial,N,N,0.0563399999999999,gpt-4
A_87,Information,condition_educational,N,N,0.04185,gpt-4
A_87,Information,condition_forbid,N,N,0.0399299999999999,gpt-4
A_87,Information,condition_channel_snailmail,N,Y,0.0307499999999999,gpt-4
A_87,Information,condition_channel_email,Y,Y,0.03216,gpt-4
A_87,Information,condition_channel_paperlive,N,N,0.03768,gpt-4
A_87,Information,condition_channel_inperson,N,N,0.0419699999999999,gpt-4
A_87,Information,condition_channel_mobileapp,N,N,0.04101,gpt-4
A_87,Information,condition_channel_online,Y,Y,0.0428099999999999,gpt-4
A_87,Information,condition_channel_sms,N,N,0.04398,gpt-4
A_87,Information,condition_channel_phone,N,N,0.0321899999999999,gpt-4
A_87,Information,condition_channel_nothing,N,N,0.04917,gpt-4
A_87,Social Impact,condition_financial,N,N,0.0563699999999999,gpt-4
A_87,Social Impact,condition_educational,N,N,0.0418799999999999,gpt-4
A_87,Social Impact,condition_forbid,N,N,0.0399599999999999,gpt-4
A_87,Social Impact,condition_channel_snailmail,N,The text does not provide information on the delivery mechanism of the condition named Social Impact.,0.03174,gpt-4
A_87,Social Impact,condition_channel_email,Y,Y,0.0321899999999999,gpt-4
A_87,Social Impact,condition_channel_paperlive,N,N,0.0377099999999999,gpt-4
A_87,Social Impact,condition_channel_inperson,N,N,0.0419999999999999,gpt-4
A_87,Social Impact,condition_channel_mobileapp,N,N,0.04581,gpt-4
A_87,Social Impact,condition_channel_online,Y,Y,0.0428399999999999,gpt-4
A_87,Social Impact,condition_channel_sms,N,N,0.04401,gpt-4
A_87,Social Impact,condition_channel_phone,N,N,0.03222,gpt-4
A_87,Social Impact,condition_channel_nothing,N,N,0.0491999999999999,gpt-4
A_30,control,condition_financial,Y,N,0.0563399999999999,gpt-4
A_30,control,condition_educational,N,N,0.04365,gpt-4
A_30,control,condition_forbid,N,N,0.0399299999999999,gpt-4
A_30,control,condition_channel_snailmail,Y,Y,0.0307499999999999,gpt-4
A_30,control,condition_channel_email,N,Y,0.02415,gpt-4
A_30,control,condition_channel_paperlive,N,N,0.03768,gpt-4
A_30,control,condition_channel_inperson,N,N,0.04824,gpt-4
A_30,control,condition_channel_mobileapp,N,N,0.04899,gpt-4
A_30,control,condition_channel_online,N,Y,0.03483,gpt-4
A_30,control,condition_channel_sms,N,N,0.0401099999999999,gpt-4
A_30,control,condition_channel_phone,N,N,0.02412,gpt-4
A_30,control,condition_channel_nothing,N,N,0.04917,gpt-4
A_30,treatment,condition_financial,Y,Y,0.0563399999999999,gpt-4
A_30,treatment,condition_educational,N,Y,0.04365,gpt-4
A_30,treatment,condition_forbid,N,N,0.0399299999999999,gpt-4
A_30,treatment,condition_channel_snailmail,Y,Y,0.0307499999999999,gpt-4
A_30,treatment,condition_channel_email,Y,Y,0.02415,gpt-4
A_30,treatment,condition_channel_paperlive,N,N,0.03768,gpt-4
A_30,treatment,condition_channel_inperson,N,N,0.04824,gpt-4
A_30,treatment,condition_channel_mobileapp,N,N,0.04899,gpt-4
A_30,treatment,condition_channel_online,N,Y,0.03483,gpt-4
A_30,treatment,condition_channel_sms,N,N,0.0401099999999999,gpt-4
A_30,treatment,condition_channel_phone,N,N,0.02412,gpt-4
A_30,treatment,condition_channel_nothing,N,N,0.04917,gpt-4
A_55,BAU letter,condition_financial,N,N,0.07150000000000001,gpt-4-1106-preview
A_55,BAU letter,condition_educational,N,N,0.0714,gpt-4-1106-preview
A_55,BAU letter,condition_forbid,N,N,0.048060000000000005,gpt-4-1106-preview
A_55,BAU letter,condition_channel_snailmail,Y,Y,0.08804000000000001,gpt-4-1106-preview
A_55,BAU letter,condition_channel_email,N,N,0.08788,gpt-4-1106-preview
A_55,BAU letter,condition_channel_paperlive,N,N,0.07001,gpt-4-1106-preview
A_55,BAU letter,condition_channel_inperson,N,N,0.0943,gpt-4-1106-preview
A_55,BAU letter,condition_channel_mobileapp,N,N,0.058230000000000004,gpt-4-1106-preview
A_55,BAU letter,condition_channel_online,N,N,0.06015,gpt-4-1106-preview
A_55,BAU letter,condition_channel_sms,N,N,0.09848000000000001,gpt-4-1106-preview
A_55,BAU letter,condition_channel_phone,N,N,0.059090000000000004,gpt-4-1106-preview
A_55,BAU letter,condition_channel_nothing,N,N,0.07073,gpt-4-1106-preview
A_55,No letter,condition_financial,N,N,0.07149,gpt-4-1106-preview
A_55,No letter,condition_educational,N,N,0.07139000000000001,gpt-4-1106-preview
A_55,No letter,condition_forbid,N,N,0.04805,gpt-4-1106-preview
A_55,No letter,condition_channel_snailmail,N,N,0.08803000000000001,gpt-4-1106-preview
A_55,No letter,condition_channel_email,N,N,0.08787000000000002,gpt-4-1106-preview
A_55,No letter,condition_channel_paperlive,N,I don't know.,0.07012,gpt-4-1106-preview
A_55,No letter,condition_channel_inperson,N,N,0.0584,gpt-4-1106-preview
A_55,No letter,condition_channel_mobileapp,N,"No, the condition is not delivered through a mobile app.",0.05855,gpt-4-1106-preview
A_55,No letter,condition_channel_online,N,N,0.060140000000000006,gpt-4-1106-preview
A_55,No letter,condition_channel_sms,N,N,0.09847,gpt-4-1106-preview
A_55,No letter,condition_channel_phone,N,N,0.05908000000000001,gpt-4-1106-preview
A_55,No letter,condition_channel_nothing,Y,Y,0.07072,gpt-4-1106-preview
A_55,Welcome letter,condition_financial,N,N,0.07149,gpt-4-1106-preview
A_55,Welcome letter,condition_educational,N,N,0.07139000000000001,gpt-4-1106-preview
A_55,Welcome letter,condition_forbid,N,N,0.04805,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_snailmail,Y,Y,0.08803000000000001,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_email,N,N,0.08787000000000002,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_paperlive,N,N,0.07,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_inperson,N,N,0.09429000000000001,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_mobileapp,N,N,0.05822,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_online,N,N,0.060140000000000006,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_sms,N,N,0.09847,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_phone,N,N,0.05908000000000001,gpt-4-1106-preview
A_55,Welcome letter,condition_channel_nothing,N,N,0.07072,gpt-4-1106-preview
A_62,control,condition_financial,N,N,0.053680000000000005,gpt-4-1106-preview
A_62,control,condition_educational,N,N,0.04553,gpt-4-1106-preview
A_62,control,condition_forbid,N,N,0.047420000000000004,gpt-4-1106-preview
A_62,control,condition_channel_snailmail,N,Y,0.049120000000000004,gpt-4-1106-preview
A_62,control,condition_channel_email,Y,Y,0.04196,gpt-4-1106-preview
A_62,control,condition_channel_paperlive,N,N,0.04532,gpt-4-1106-preview
A_62,control,condition_channel_inperson,N,N,0.05656,gpt-4-1106-preview
A_62,control,condition_channel_mobileapp,N,N,0.01777,gpt-4-1106-preview
A_62,control,condition_channel_online,N,N,0.04605000000000001,gpt-4-1106-preview
A_62,control,condition_channel_sms,N,N,0.057640000000000004,gpt-4-1106-preview
A_62,control,condition_channel_phone,N,N,0.04003,gpt-4-1106-preview
A_62,control,condition_channel_nothing,N,N,0.04240000000000001,gpt-4-1106-preview
A_62,social norm,condition_financial,N,N,0.05369,gpt-4-1106-preview
A_62,social norm,condition_educational,N,N,0.045540000000000004,gpt-4-1106-preview
A_62,social norm,condition_forbid,N,N,0.04743000000000001,gpt-4-1106-preview
A_62,social norm,condition_channel_snailmail,N,Y,0.04913000000000001,gpt-4-1106-preview
A_62,social norm,condition_channel_email,Y,Y,0.04197,gpt-4-1106-preview
A_62,social norm,condition_channel_paperlive,N,N,0.04533,gpt-4-1106-preview
A_62,social norm,condition_channel_inperson,N,N,0.05657,gpt-4-1106-preview
A_62,social norm,condition_channel_mobileapp,N,N,0.017779999999999997,gpt-4-1106-preview
A_62,social norm,condition_channel_online,N,N,0.046060000000000004,gpt-4-1106-preview
A_62,social norm,condition_channel_sms,N,N,0.05765,gpt-4-1106-preview
A_62,social norm,condition_channel_phone,N,N,0.040040000000000006,gpt-4-1106-preview
A_62,social norm,condition_channel_nothing,N,N,0.04241000000000001,gpt-4-1106-preview
A_87,Arguments,condition_financial,N,N,0.07054,gpt-4-1106-preview
A_87,Arguments,condition_educational,N,N,0.03597,gpt-4-1106-preview
A_87,Arguments,condition_forbid,N,N,0.043550000000000005,gpt-4-1106-preview
A_87,Arguments,condition_channel_snailmail,N,Y,0.08802,gpt-4-1106-preview
A_87,Arguments,condition_channel_email,Y,Y,0.026510000000000002,gpt-4-1106-preview
A_87,Arguments,condition_channel_paperlive,N,N,0.028069999999999998,gpt-4-1106-preview
A_87,Arguments,condition_channel_inperson,N,N,0.00973,gpt-4-1106-preview
A_87,Arguments,condition_channel_mobileapp,N,N,0.04241000000000001,gpt-4-1106-preview
A_87,Arguments,condition_channel_online,Y,Y,0.050190000000000005,gpt-4-1106-preview
A_87,Arguments,condition_channel_sms,N,N,0.032400000000000005,gpt-4-1106-preview
A_87,Arguments,condition_channel_phone,N,N,0.034230000000000003,gpt-4-1106-preview
A_87,Arguments,condition_channel_nothing,N,N,0.057260000000000005,gpt-4-1106-preview
A_87,Control (no reminders),condition_financial,N,N,0.07057000000000001,gpt-4-1106-preview
A_87,Control (no reminders),condition_educational,N,N,0.036000000000000004,gpt-4-1106-preview
A_87,Control (no reminders),condition_forbid,N,N,0.04358000000000001,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_snailmail,N,N,0.08805,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_email,N,N,0.026539999999999998,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_paperlive,N,N,0.0281,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_inperson,N,N,0.009760000000000001,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_mobileapp,N,No,0.04244,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_online,Y,Y,0.05022000000000001,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_sms,N,N,0.03243000000000001,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_phone,N,N,0.034260000000000006,gpt-4-1106-preview
A_87,Control (no reminders),condition_channel_nothing,N,N,0.05729,gpt-4-1106-preview
A_87,Control (reminders),condition_financial,N,N,0.07057000000000001,gpt-4-1106-preview
A_87,Control (reminders),condition_educational,N,N,0.036000000000000004,gpt-4-1106-preview
A_87,Control (reminders),condition_forbid,N,N,0.04358000000000001,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_snailmail,N,N,0.08805,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_email,Y,Y,0.026539999999999998,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_paperlive,N,N,0.0281,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_inperson,N,N,0.009760000000000001,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_mobileapp,N,N,0.04244,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_online,Y,Y,0.05022000000000001,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_sms,N,N,0.03243000000000001,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_phone,N,N,0.034260000000000006,gpt-4-1106-preview
A_87,Control (reminders),condition_channel_nothing,N,N,0.05729,gpt-4-1106-preview
A_87,Incentives,condition_financial,Y,Y,0.07056,gpt-4-1106-preview
A_87,Incentives,condition_educational,N,N,0.03599,gpt-4-1106-preview
A_87,Incentives,condition_forbid,N,N,0.043570000000000005,gpt-4-1106-preview
A_87,Incentives,condition_channel_snailmail,N,N,0.08804000000000001,gpt-4-1106-preview
A_87,Incentives,condition_channel_email,Y,Y,0.026529999999999998,gpt-4-1106-preview
A_87,Incentives,condition_channel_paperlive,N,N,0.02809,gpt-4-1106-preview
A_87,Incentives,condition_channel_inperson,N,N,0.00975,gpt-4-1106-preview
A_87,Incentives,condition_channel_mobileapp,N,N,0.04243,gpt-4-1106-preview
A_87,Incentives,condition_channel_online,Y,Y,0.050210000000000005,gpt-4-1106-preview
A_87,Incentives,condition_channel_sms,N,N,0.032420000000000004,gpt-4-1106-preview
A_87,Incentives,condition_channel_phone,N,N,0.03425,gpt-4-1106-preview
A_87,Incentives,condition_channel_nothing,N,N,0.05728,gpt-4-1106-preview
A_87,Information,condition_financial,N,N,0.07054,gpt-4-1106-preview
A_87,Information,condition_educational,N,N,0.03597,gpt-4-1106-preview
A_87,Information,condition_forbid,N,N,0.043550000000000005,gpt-4-1106-preview
A_87,Information,condition_channel_snailmail,N,Y,0.08802,gpt-4-1106-preview
A_87,Information,condition_channel_email,Y,Y,0.026510000000000002,gpt-4-1106-preview
A_87,Information,condition_channel_paperlive,N,N,0.028069999999999998,gpt-4-1106-preview
A_87,Information,condition_channel_inperson,N,N,0.00973,gpt-4-1106-preview
A_87,Information,condition_channel_mobileapp,N,N,0.04241000000000001,gpt-4-1106-preview
A_87,Information,condition_channel_online,Y,Y,0.050190000000000005,gpt-4-1106-preview
A_87,Information,condition_channel_sms,N,N,0.032400000000000005,gpt-4-1106-preview
A_87,Information,condition_channel_phone,N,N,0.034230000000000003,gpt-4-1106-preview
A_87,Information,condition_channel_nothing,N,N,0.057260000000000005,gpt-4-1106-preview
A_87,Social Impact,condition_financial,N,N,0.07055,gpt-4-1106-preview
A_87,Social Impact,condition_educational,N,N,0.035980000000000005,gpt-4-1106-preview
A_87,Social Impact,condition_forbid,N,N,0.04356,gpt-4-1106-preview
A_87,Social Impact,condition_channel_snailmail,N,N,0.08803000000000001,gpt-4-1106-preview
A_87,Social Impact,condition_channel_email,Y,Y,0.02652,gpt-4-1106-preview
A_87,Social Impact,condition_channel_paperlive,N,N,0.02808,gpt-4-1106-preview
A_87,Social Impact,condition_channel_inperson,N,N,0.00974,gpt-4-1106-preview
A_87,Social Impact,condition_channel_mobileapp,N,N,0.04242,gpt-4-1106-preview
A_87,Social Impact,condition_channel_online,Y,Y,0.05020000000000001,gpt-4-1106-preview
A_87,Social Impact,condition_channel_sms,N,N,0.03241,gpt-4-1106-preview
A_87,Social Impact,condition_channel_phone,N,N,0.03424,gpt-4-1106-preview
A_87,Social Impact,condition_channel_nothing,N,N,0.05727000000000001,gpt-4-1106-preview
A_30,control,condition_financial,Y,N,0.04641,gpt-4-1106-preview
A_30,control,condition_educational,N,N,0.12613,gpt-4-1106-preview
A_30,control,condition_forbid,N,N,0.043550000000000005,gpt-4-1106-preview
A_30,control,condition_channel_snailmail,Y,N,0.07793,gpt-4-1106-preview
A_30,control,condition_channel_email,N,Y,0.04888,gpt-4-1106-preview
A_30,control,condition_channel_paperlive,N,N,0.00919,gpt-4-1106-preview
A_30,control,condition_channel_inperson,N,N,0.12882,gpt-4-1106-preview
A_30,control,condition_channel_mobileapp,N,N,0.048010000000000004,gpt-4-1106-preview
A_30,control,condition_channel_online,N,N,0.0487,gpt-4-1106-preview
A_30,control,condition_channel_sms,N,N,0.032400000000000005,gpt-4-1106-preview
A_30,control,condition_channel_phone,N,N,0.034230000000000003,gpt-4-1106-preview
A_30,control,condition_channel_nothing,N,N,0.05251000000000001,gpt-4-1106-preview
A_30,treatment,condition_financial,Y,Y,0.04641,gpt-4-1106-preview
A_30,treatment,condition_educational,N,N,0.12613,gpt-4-1106-preview
A_30,treatment,condition_forbid,N,N,0.043550000000000005,gpt-4-1106-preview
A_30,treatment,condition_channel_snailmail,Y,N,0.07793,gpt-4-1106-preview
A_30,treatment,condition_channel_email,Y,Y,0.04888,gpt-4-1106-preview
A_30,treatment,condition_channel_paperlive,N,N,0.00919,gpt-4-1106-preview
A_30,treatment,condition_channel_inperson,N,N,0.12882,gpt-4-1106-preview
A_30,treatment,condition_channel_mobileapp,N,N,0.048010000000000004,gpt-4-1106-preview
A_30,treatment,condition_channel_online,N,Y,0.0487,gpt-4-1106-preview
A_30,treatment,condition_channel_sms,N,N,0.032400000000000005,gpt-4-1106-preview
A_30,treatment,condition_channel_phone,N,N,0.034230000000000003,gpt-4-1106-preview
A_30,treatment,condition_channel_nothing,N,N,0.05251000000000001,gpt-4-1106-preview
